red_flags,green_flags,orange_flags,classification_report
1,40736,184,"{'green': {'precision': 0.9999754504836255, 'recall': 0.9999263550667714, 'f1-score': 0.9999509021725789, 'support': 40736.0}, 'orange': {'precision': 0.9786096256684492, 'recall': 0.9945652173913043, 'f1-score': 0.9865229110512129, 'support': 184.0}, 'red': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 1.0}, 'accuracy': 0.9998778133476699, 'macro avg': {'precision': 0.6595283587173583, 'recall': 0.6648305241526918, 'f1-score': 0.662157937741264, 'support': 40921.0}, 'weighted avg': {'precision': 0.9998549429882936, 'recall': 0.9998778133476699, 'f1-score': 0.9998660874987315, 'support': 40921.0}}"
